NUM_Thefts,hblock,streetuse,length,RackDist,InterDist,BikewayDis,ParkDist,StationDis,BusDist,SignalDist,Population,Pop_employ,Empl_rate,Bike_Commu,age_avg,age_median,area,Pop_densit,Arterial,Collector,Residentia,SecArteria,NUM_racks,NUM_parkin,NUM_statio,NUM_bus,NUM_inters,NUM_signal,CompDev,Commercial,Industrial,MultiRes,OneRes,TwoRes
2.187,300 E PENDER ST,Residential,139.032,0.0305743447323133,0.1824344361892814,0.0796814109034371,0.0087457667960892,0.114387609319026,0.0499106364672343,0.0503534119208253,0.0853681095079541,0.3180949581067176,0.3896103896103896,0.044,1.0,1.0,0.3177312210371334,0.0524430927273661,0.0,0.0,1.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.13,400 HAWKS AV,Residential,55.852,0.0183008772929671,0.0732860768263782,0.1871361816324044,0.015402247392748,0.1748548301929326,0.0201986577124105,0.0202275627977997,0.0853681095079541,0.3180949581067176,0.3896103896103896,0.044,1.0,1.0,0.3177312210371334,0.0524430927273661,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,1.0,0.0,1.0,0.0,0.0,1.0
5.533,900 HELMCKEN ST,Arterial,49.702,0.0088089568546529,0.0652160791095971,0.0,0.0132574437649793,0.0796013820412493,0.066624089813408,0.0179769974401358,1.0,1.0,0.7045454545454544,0.38,0.255555555555556,0.1250000000000001,0.3618374627155221,0.5982012308535262,1.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0
2.014,800 E 16TH AV,Residential,64.052,0.0363014245334557,0.1840589332906432,0.1641714503391565,0.2988825050408643,0.1591007644142689,0.0957862209462165,0.1782901208365989,0.4621716611172771,0.5587240923122152,1.0,0.98,0.0,0.0,0.2236899268157612,0.3664088583614973,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9.204,200 SMITHE ST,Arterial,13.849,0.0013653060089925,0.0181712729076398,0.0,0.0102565495800165,0.0617381475910784,0.0581923839191372,0.0050154214793899,1.0,1.0,0.7045454545454544,0.38,0.255555555555556,0.1250000000000001,0.3618374627155221,0.5982012308535262,1.0,0.0,0.0,0.0,0.2142857142857142,0.0714285714285714,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0
10.203,1000-1100 GILFORD ST,Residential,55.009,0.0348799036956125,0.0721785844567907,0.065986362363288,0.0265642035434293,0.2184553479497591,0.080471847961283,0.1183180229214323,0.7256751757306696,0.6936645597530501,0.7792207792207789,1.0,0.5,0.2265624999999999,0.0115657374976913,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.176,8000 GRANVILLE ST,Arterial,98.918,0.0144111838314971,0.1297970559598573,0.1576839137488139,0.7328341883411038,0.2340615684646323,0.043761808562627,0.0358250600126617,0.3050314465408805,0.4118771130383654,0.4318181818181816,0.274,0.4000000000000001,0.5234375000000003,0.5542893901987086,0.1151956300427147,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.972,100 TROUNCE ALLEY,Residential,180.993,0.0209796225904103,0.237496752317992,0.2179570233673899,0.0124937838198589,0.0526841850192598,0.0321426881167506,0.0427317676680608,1.0,1.0,0.7045454545454544,0.38,0.255555555555556,0.1250000000000001,0.3618374627155221,0.5982012308535262,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.995,500-600 E 49TH AV,Secondary Arterial,154.516,0.0519080275707336,0.2027524597090601,0.2547386093769032,0.0471629412897289,0.2293406928625868,0.0227490147677159,0.1190996000121691,0.5277469478357381,0.2587093929148905,0.6201298701298701,0.434,0.1666666666666666,0.2500000000000003,0.6372717832175568,0.1927217973496884,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7.104,2400 COLUMBIA ST,Residential,31.675,0.0106963464398776,0.0415624565335488,0.1202979518718195,0.0027085417697774,0.0519350571367689,0.0146326470164385,0.011471581451343,0.4621716611172771,0.5587240923122152,1.0,0.98,0.0,0.0,0.2236899268157612,0.3664088583614973,0.0,0.0,1.0,0.0,0.0714285714285714,0.3214285714285714,0.0,0.5,0.25,0.5,0.0,1.0,1.0,0.0,0.0,0.0
